iter	Passed	Remaining
465	836	958
466	838	956
467	839	954
468	841	952
469	842	950
470	843	947
471	845	945
472	846	943
473	848	941
474	849	938
475	850	936
476	852	934
477	854	932
478	855	930
479	857	928
480	858	926
481	859	924
482	861	921
483	862	919
484	863	917
485	865	915
486	866	913
487	868	910
488	869	908
489	871	906
490	872	904
491	874	902
492	875	900
493	876	898
494	877	895
495	879	893
496	881	891
497	882	889
498	884	887
499	885	885
500	887	883
501	888	881
502	890	879
503	891	877
504	893	875
505	895	873
506	896	871
507	897	869
508	899	867
509	900	865
510	902	863
511	903	861
512	904	858
513	906	856
514	908	855
515	909	853
516	910	851
517	912	848
518	913	846
519	915	844
520	916	842
521	918	840
522	919	838
523	921	836
524	922	835
525	924	833
526	926	831
527	927	829
528	928	827
529	930	824
530	931	822
531	933	821
532	934	819
533	936	817
534	937	815
535	939	813
536	940	811
537	942	809
538	943	807
539	944	804
540	946	803
541	948	801
542	949	799
543	951	797
544	952	795
545	954	793
546	955	791
547	957	789
548	958	787
549	960	785
550	962	784
551	964	782
552	965	780
553	967	778
554	968	776
555	970	774
556	971	772
557	973	770
558	974	769
559	976	767
560	977	765
561	979	763
562	980	761
563	981	759
564	983	756
565	984	754
566	985	752
567	987	750
568	988	748
569	990	746
570	991	744
571	993	743
572	994	741
573	995	739
574	997	737
575	998	735
576	1000	733
577	1001	731
578	1003	729
579	1004	727
580	1006	725
581	1007	723
582	1009	721
583	1010	719
584	1011	717
585	1013	715
586	1014	714
587	1016	712
588	1017	710
589	1019	708
590	1020	706
591	1022	704
592	1023	702
593	1024	700
594	1026	698
595	1028	696
596	1029	694
597	1030	692
598	1032	691
599	1034	689
600	1035	687
601	1037	685
602	1038	683
603	1040	682
604	1042	680
605	1044	678
606	1045	676
607	1047	675
608	1048	673
609	1050	671
610	1051	669
611	1052	667
612	1055	666
613	1056	664
614	1058	662
615	1059	660
616	1061	658
617	1063	657
618	1064	655
619	1065	653
620	1067	651
621	1069	649
622	1070	647
623	1072	645
624	1073	644
625	1075	642
626	1076	640
627	1078	638
628	1079	636
629	1080	634
630	1082	633
631	1083	631
632	1085	629
633	1087	627
634	1088	625
635	1090	623
636	1091	622
637	1092	620
638	1094	618
639	1095	616
640	1097	614
641	1098	612
642	1100	610
643	1101	609
644	1103	607
645	1104	605
646	1106	603
647	1107	601
648	1109	600
649	1111	598
650	1112	596
651	1113	594
652	1115	592
653	1116	590
654	1117	588
655	1119	587
656	1121	585
657	1122	583
658	1124	581
659	1125	579
660	1126	577
661	1128	576
662	1129	574
663	1131	572
664	1133	570
665	1134	568
666	1136	567
667	1137	565
668	1139	563
669	1140	561
670	1142	560
671	1143	558
672	1144	556
673	1146	554
674	1147	552
675	1149	550
676	1150	549
677	1152	547
678	1154	545
679	1155	543
680	1156	541
681	1158	540
682	1159	538
683	1161	536
684	1162	534
685	1164	532
686	1165	531
687	1167	529
688	1168	527
689	1170	525
690	1171	523
691	1173	522
692	1174	520
693	1176	518
694	1178	517
695	1179	515
696	1181	513
697	1182	511
698	1184	509
699	1185	508
700	1186	506
701	1188	504
702	1190	502
703	1191	501
704	1193	499
705	1194	497
706	1195	495
707	1197	493
708	1198	491
709	1199	490
710	1201	488
711	1203	486
712	1204	484
713	1205	482
714	1207	481
715	1208	479
716	1209	477
717	1211	475
718	1212	473
719	1213	471
720	1215	470
721	1216	468
722	1218	466
723	1219	464
724	1221	463
725	1222	461
726	1223	459
727	1224	457
728	1226	455
729	1227	454
730	1229	452
731	1230	450
732	1232	448
733	1233	447
734	1235	445
735	1236	443
736	1237	441
737	1239	439
738	1240	438
739	1242	436
740	1243	434
741	1245	432
742	1246	431
743	1247	429
744	1249	427
745	1250	425
746	1252	424
747	1253	422
748	1255	420
749	1256	418
750	1258	417
751	1259	415
752	1260	413
753	1262	411
754	1264	410
755	1265	408
756	1266	406
757	1268	404
758	1269	403
759	1271	401
760	1272	399
761	1274	397
762	1275	396
763	1277	394
764	1278	392
765	1280	391
766	1281	389
767	1282	387
768	1284	385
769	1285	384
770	1287	382
771	1288	380
772	1290	378
773	1291	377
774	1293	375
775	1294	373
776	1296	371
777	1297	370
778	1299	368
779	1300	366
780	1302	365
781	1303	363
782	1305	361
783	1306	359
784	1307	358
785	1309	356
786	1310	354
787	1312	353
788	1313	351
789	1315	349
790	1316	347
791	1317	346
792	1319	344
793	1320	342
794	1322	340
795	1323	339
796	1325	337
797	1326	335
798	1328	334
799	1330	332
800	1331	330
801	1333	329
802	1334	327
803	1335	325
804	1337	323
805	1338	322
806	1340	320
807	1341	318
808	1343	317
809	1345	315
810	1347	313
811	1348	312
812	1349	310
813	1351	308
814	1353	307
815	1354	305
816	1356	303
817	1358	302
818	1360	300
819	1362	299
820	1363	297
821	1365	295
822	1367	294
823	1368	292
824	1370	290
825	1372	289
826	1373	287
827	1374	285
828	1376	283
829	1377	282
830	1379	280
831	1380	278
832	1382	277
833	1384	275
834	1385	273
835	1387	272
836	1388	270
837	1390	268
838	1391	267
839	1393	265
840	1394	263
841	1396	261
842	1397	260
843	1398	258
844	1400	256
845	1401	255
846	1402	253
847	1404	251
848	1405	250
849	1407	248
850	1409	246
851	1410	245
852	1412	243
853	1413	241
854	1415	239
855	1416	238
856	1417	236
857	1419	234
858	1420	233
859	1422	231
860	1423	229
861	1425	228
862	1427	226
863	1428	224
864	1430	223
865	1432	221
866	1433	219
867	1435	218
868	1436	216
869	1438	214
870	1439	213
871	1441	211
872	1442	209
873	1444	208
874	1445	206
875	1447	204
876	1449	203
877	1450	201
878	1452	199
879	1453	198
880	1455	196
881	1456	194
882	1458	193
883	1459	191
884	1461	189
885	1462	188
886	1464	186
887	1465	184
888	1467	183
889	1469	181
890	1470	179
891	1471	178
892	1473	176
893	1475	174
894	1476	173
895	1478	171
896	1479	169
897	1481	168
898	1482	166
899	1484	164
900	1485	163
901	1487	161
902	1488	159
903	1490	158
904	1491	156
905	1493	154
906	1494	153
907	1496	151
908	1497	149
909	1499	148
910	1501	146
911	1503	145
912	1504	143
913	1506	141
914	1507	140
915	1509	138
916	1510	136
917	1512	135
918	1514	133
919	1515	131
920	1517	130
921	1518	128
922	1520	126
923	1521	125
924	1523	123
925	1524	121
926	1526	120
927	1527	118
928	1529	116
929	1530	115
930	1532	113
931	1533	111
932	1534	110
933	1536	108
934	1537	106
935	1539	105
936	1540	103
937	1542	101
938	1544	100
939	1545	98
940	1547	97
941	1548	95
942	1550	93
943	1551	92
944	1553	90
945	1554	88
946	1555	87
947	1557	85
948	1558	83
949	1560	82
950	1561	80
951	1563	78
952	1564	77
953	1566	75
954	1567	73
955	1569	72
956	1570	70
957	1572	68
958	1573	67
959	1575	65
960	1576	63
961	1577	62
962	1579	60
963	1581	59
964	1582	57
965	1584	55
966	1585	54
967	1587	52
968	1588	50
969	1590	49
970	1592	47
971	1593	45
972	1595	44
973	1596	42
974	1598	40
975	1599	39
976	1601	37
977	1602	36
978	1604	34
979	1605	32
980	1607	31
981	1608	29
982	1610	27
983	1611	26
984	1613	24
985	1616	22
986	1619	21
987	1621	19
988	1623	18
989	1626	16
990	1628	14
991	1630	13
992	1632	11
993	1634	9
994	1635	8
995	1637	6
996	1639	4
997	1641	3
998	1643	1
999	1645	0
